"Fatal","Day","Lat","Lon","NonUSA","Nonairplane","Phase","Event","Personal","Multiple"
1,149,34.3228,-119.1492,0,0,"MNV","SCF-PP",0,0
0,149,31.9406,-102.1986,0,0,"LDG","LOC-G",0,0
0,149,29.5025,-98.2439,0,1,"TXI","Other",0,0
1,149,33.4031,-118.4094,0,0,"Other","Other",1,0
0,150,34.1744,-91.9356,0,0,"MNV","Other",0,0
0,150,43.2536,-71.8644,0,0,"MNV","Other",0,0
0,150,32.3375,-104.2633,0,0,"LDG","LOC-G",0,0
0,150,39.2683,-108.8644,0,0,"LDG","LOC-G",0,0
0,150,62.0808,-150.4908,0,0,"LDG","Other",0,0
0,151,45.7044,-108.7594,0,0,"LDG","Other",0,0
1,151,37.6722,-86.6364,0,0,"Other","Other",0,0
0,151,43.5375,-84.0744,0,0,"LDG","ARC",0,0
0,151,44.6133,-88.7308,0,0,"LDG","ARC",0,0
0,151,40.7572,-119.2128,0,0,"LDG","ARC",0,0
0,152,30.4244,-87.5353,0,0,"ICL","SCF-PP",0,0
0,152,40.0072,-82.0125,0,0,"LDG","LOC-G",0,0
0,152,41.0025,-81.755,0,0,"LDG","Other",1,0
0,152,39.9428,-74.8458,0,0,"LDG","ARC",0,0
0,153,46.7914,-116.1758,0,0,"TOF","LOC-I",0,0
0,153,39.8306,-75.7806,0,0,"APR","FUEL",1,0
1,153,31.7478,-102.5481,0,0,"ENR","Other",0,0
0,153,38.9111,-121.5594,0,0,"MNV","Other",1,0
0,154,36.2092,-115.1953,0,1,"TOF","LOC-I",1,0
0,154,42.1156,-87.9031,0,0,"LDG","ARC",0,0
0,154,47.53,-122.3019,0,0,"APR","SCF-NP",0,0
0,155,40.5583,-88.0672,0,0,"ENR","FUEL",0,0
0,155,26.1911,-98.1156,0,0,"ENR","FUEL",0,0
0,156,39.6294,-75.0247,0,0,"LDG","LOC-G",0,0
0,156,47.2669,-122.0678,0,0,"LDG","ARC",0,0
0,157,40.8753,-74.2814,0,0,"APR","SCF-PP",0,0
0,157,48.0606,-114.0011,0,0,"TOF","LOC-G",0,0
0,157,46.2558,-114.1256,0,0,"LDG","LOC-G",0,0
0,157,36.8072,-117.7817,0,0,"LDG","LOC-G",0,0
0,157,36.3,-92.2164,0,0,"LDG","ARC",0,0
1,158,47.1483,-116.9872,0,0,"MNV","Other",1,0
0,158,64.9642,-148.4117,0,0,"ENR","FUEL",1,0
0,158,33.4133,-102.1542,0,0,"MNV","LOC-I",1,0
0,158,48.1608,-122.1592,0,0,"LDG","ARC",0,0
0,158,38.3922,-77.3167,0,0,"ICL","LOC-I",1,0
0,158,38.6167,-90.1333,0,0,"ENR","SCF-PP",0,0
0,158,33.2642,-97.4661,0,0,"MNV","SCF-PP",0,0
1,159,44.2856,-97.4592,0,0,"MNV","LOC-I",0,0
0,159,30.0019,-94.1772,0,1,"STD","LOC-G",0,0
0,159,33.5858,-80.2089,0,0,"LDG","LOC-I",0,0
0,159,33.5292,-82.5106,0,0,"LDG","ARC",1,0
0,159,38.5703,-90.155,0,1,"MNV","LOC-I",1,0
0,159,31.5669,-94.3392,0,1,"LDG","ARC",0,0
1,160,34.1161,-92.2106,0,0,"ENR","SCF-PP",0,0
0,160,42.7511,-88.2511,0,0,"LDG","LOC-G",0,0
0,160,44.6519,-92.8661,0,1,"TOF","LOC-I",1,0
0,160,38.2661,-77.4494,0,0,"LDG","LOC-G",0,0
0,160,40.1303,-83.7544,0,0,"LDG","ARC",0,0
0,160,40.8492,-77.8486,0,0,"LDG","ARC",0,0
0,160,34.4997,-83.5567,0,0,"LDG","LOC-G",1,0
1,161,29.66,-95.2894,0,0,"APR","LOC-I",0,0
1,161,46.2447,-99.5447,0,0,"ICL","LOC-I",0,0
0,161,26.1092,-97.4942,0,1,"MNV","Other",1,0
0,161,44.4147,-115.3192,0,0,"ICL","Other",1,0
0,161,33.4142,-80.8114,0,0,"ENR","FUEL",0,0
0,161,40.9475,-74.3144,0,0,"LDG","ARC",0,0
0,161,39.8808,-80.7356,0,0,"LDG","LOC-I",0,0
0,161,38.8167,-106.1217,0,0,"LDG","LOC-G",0,0
1,162,33.92,-118.3581,0,0,"TOF","SCF-PP",1,0
0,162,30.5994,-98.4094,0,0,"LDG","LOC-G",0,0
1,162,37.77,-89.0069,0,0,"Other","LOC-I",1,0
1,162,34.1275,-78.3397,0,0,"MNV","SCF-NP",1,0
1,162,42.5875,-77.9486,0,1,"STD","LOC-G",1,0
0,162,37.2392,-76.7161,0,0,"APR","LOC-I",0,0
0,162,35.9422,-79.6856,0,0,"LDG","Other",0,0
0,162,46.2667,-119.1183,0,0,"LDG","ARC",1,0
0,162,28.7122,-81.585,0,0,"LDG","Other",1,0
0,162,32.6981,-94.9489,0,0,"MNV","Other",1,0
0,162,34.4231,-90.5247,0,0,"MNV","Other",0,0
0,162,32.2625,-107.7189,0,0,"TOF","Other",1,0
1,163,35.0475,-85.0181,0,0,"APR","LOC-I",0,0
0,163,35.0281,-81.2528,0,0,"TOF","LOC-I",0,0
0,163,41.4525,-87.0069,0,0,"LDG","LOC-G",0,0
0,163,44.0164,-117.0114,0,0,"LDG","LOC-G",0,0
0,163,36.2106,-96.2544,0,0,"ENR","FUEL",0,0
0,163,64.09,-148.08,0,0,"LDG","Other",0,0
1,164,35.8264,-90.5492,0,1,"MNV","Other",0,0
0,164,37.0642,-89.2194,0,0,"TOF","LOC-G",1,0
0,164,38.0722,-85.2339,0,0,"TOF","SCF-PP",0,0
0,164,35.5258,-92.1667,0,0,"LDG","ARC",0,0
0,164,47.3208,-109.9419,0,0,"TOF","LOC-G",0,0
0,164,39.0731,-79.2594,0,1,"MNV","Other",0,0
0,164,33.4683,-99.5861,0,0,"TOF","LOC-I",0,0
1,165,39.7389,-87.2194,0,0,"ICL","Other",0,0
0,165,45.2258,-123.1156,0,0,"ENR","SCF-PP",0,0
0,165,32.1292,-113.4858,0,1,"STD","LOC-G",1,0
0,166,37.3278,-118.3972,0,1,"ENR","FUEL",0,0
0,166,28.6131,-96.6256,0,0,"ENR","SCF-PP",0,0
0,167,29.7333,-96.0592,0,0,"ICL","SCF-PP",1,0
0,167,35.5822,-106.1058,0,0,"ICL","Other",0,0
0,167,32.2958,-91.54,0,0,"LDG","LOC-G",1,0
1,167,37.8222,-106.9061,0,0,"ENR","Other",1,0
1,168,38.7464,-85.4706,0,0,"ICL","Other",0,0
0,168,44.395,-71.2044,0,0,"TOF","LOC-I",0,0
0,168,35.9444,-81.49,0,0,"LDG","ARC",1,0
1,168,54.6719,25.5031,1,0,"MNV","LOC-I",1,0
0,168,26.4311,-81.405,0,0,"TOF","LOC-G",1,0
0,169,41.7139,-69.9828,0,1,"MNV","SCF-PP",1,0
0,169,59.2361,-161.7169,0,0,"ENR","Other",1,0
0,169,26.9189,-81.9908,0,0,"LDG","LOC-G",0,0
0,169,61.3486,-148.5289,0,0,"TOF","ARC",0,0
0,169,43.5317,-89.9822,0,0,"LDG","Other",0,0
0,169,38.8067,-94.9567,0,0,"APR","SCF-NP",0,0
0,169,46.3144,-94.5372,0,1,"ENR","SCF-NP",1,0
0,169,47.4842,-97.075,0,0,"LDG","Other",1,0
0,169,40.495,-107.5231,0,0,"LDG","ARC",0,0
0,169,26.1769,-98.2411,0,1,"TOF","ARC",1,0
0,169,38.7892,-97.6608,0,0,"LDG","LOC-I",1,0
0,169,41.4672,-74.5939,0,1,"LDG","Other",0,0
0,170,44.6708,-88.8892,0,0,"TOF","SCF-PP",0,0
0,170,41.3194,-71.8092,0,0,"ENR","SCF-PP",0,0
0,170,38.7978,-104.4614,0,0,"ENR","SCF-PP",1,0
0,170,34.6689,-112.4044,0,0,"ENR","FUEL",0,0
0,170,35.4236,-85.7308,0,0,"ENR","LOC-I",0,0
1,171,37.6056,-122.0353,0,0,"ENR","LOC-I",0,0
0,171,29.7322,-95.3356,0,0,"APR","FUEL",0,0
0,171,38.3431,-92.2444,0,0,"MNV","Other",0,0
0,171,41.1678,-71.5836,0,0,"LDG","Other",0,0
1,171,25.7,-79.2572,1,0,"LDG","Other",1,0
0,171,33.6017,-97.7756,0,0,"ENR","SCF-PP",0,0
0,171,59.7636,-151.325,0,0,"ENR","Other",1,0
0,172,41.5094,-75.2508,0,0,"TOF","LOC-I",0,0
0,172,35.5236,-85.0919,0,0,"LDG","Other",0,0
0,172,41.1547,-112.33,0,0,"LDG","LOC-G",1,0
0,172,40.7289,-73.4133,0,0,"LDG","ARC",1,0
0,173,45.145,-93.2103,0,0,"LDG","ARC",0,0
0,173,39.0253,-122.6622,0,0,"ENR","FUEL",0,0
0,173,39.405,-122.0158,0,1,"MNV","Other",1,0
0,173,39.7556,-82.6572,0,0,"LDG","ARC",0,0
0,174,41.1906,-112.0078,0,0,"MNV","SCF-PP",0,0
0,174,37.8114,-93.5847,0,0,"ENR","SCF-PP",1,0
0,174,30.7472,-98.2344,0,0,"APR","FUEL",1,0
0,175,35.8856,-83.9567,0,0,"LDG","LOC-G",0,0
0,175,28.8669,-82.5678,0,0,"LDG","ARC",0,0
1,175,34.4611,-113.6833,0,1,"ENR","LOC-I",1,0
0,175,34.4564,-102.5561,0,0,"MNV","Other",1,0
0,176,32.895,-105.9672,0,0,"LDG","SCF-PP",0,0
0,176,37.2425,-93.3878,0,0,"LDG","ARC",0,0
0,176,41.6267,-73.8842,0,0,"TXI","ARC",1,0
1,177,47.8336,-116.4836,0,0,"MNV","Other",0,0
0,177,32.26,-106.82,0,0,"ENR","Other",0,0
0,177,40.5319,-86.055,0,0,"LDG","LOC-G",0,0
0,177,38.7614,-108.1411,0,0,"ICL","LOC-I",0,0
0,177,26.0011,-80.2408,0,0,"ICL","SCF-PP",0,0
0,177,42.2592,-84.4617,0,0,"LDG","LOC-G",0,0
0,177,61.6106,-150.0844,0,0,"ENR","SCF-PP",0,0
0,177,24.6981,-77.7956,1,0,"ICL","SCF-PP",1,0
0,177,42.5539,-71.7592,0,0,"LDG","LOC-G",0,0
0,177,43.0572,-83.8064,0,0,"LDG","Other",0,0
0,177,33.3667,-120.5833,0,0,"LDG","ARC",1,0
0,178,26.0011,-80.2408,0,0,"ICL","SCF-PP",0,0
0,178,40.4658,-83.285,0,0,"ICL","LOC-I",0,0
0,178,41.0614,-87.8386,0,0,"ICL","FUEL",1,0
0,178,39.6633,-119.8775,0,0,"LDG","LOC-G",0,0
0,178,39.7361,-104.3286,0,0,"ICL","SCF-PP",0,0
0,178,40.1628,-105.1636,0,0,"MNV","Other",1,0
0,178,47.7589,-116.7453,0,0,"LDG","ARC",0,0
0,178,48.0744,-113.2403,0,0,"LDG","ARC",0,0
0,179,32.7522,-115.465,0,1,"ENR","SCF-PP",1,0
1,179,42.3892,-83.0042,0,0,"APR","FUEL",1,0
0,179,61.4381,-148.6681,0,0,"LDG","LOC-G",0,0
0,180,47.9042,-122.2717,0,0,"LDG","LOC-G",1,0
0,180,33.1,-114.4,0,0,"APR","SCF-NP",1,0
0,180,32.9894,-115.5031,0,0,"ICL","LOC-I",1,0
0,181,39.4175,-77.3744,0,0,"LDG","ARC",1,0
0,181,58.6789,-156.6494,0,0,"LDG","ARC",1,0
0,181,33.3736,-84.5847,0,0,"ICL","SCF-PP",1,0
0,181,41.5156,-75.2517,0,0,"TOF","Other",0,0
0,181,28.3419,-80.6878,0,0,"LDG","SCF-PP",1,0
0,181,42.7975,-86.1594,0,1,"LDG","LOC-I",1,0
0,181,33.0097,-83.5339,0,0,"ENR","SCF-PP",0,0
0,182,34.3167,-81.1081,0,0,"LDG","LOC-I",1,0
0,182,41.4436,-106.8275,0,0,"LDG","Other",1,0
0,182,40.2239,-83.3508,0,0,"ICL","SCF-PP",0,0
0,182,35.1586,-101.8406,0,0,"ICL","Other",0,0
0,182,39.2994,-114.8386,0,0,"LDG","ARC",1,0
0,182,32.9106,-99.7342,0,0,"TXI","Other",0,0
0,183,38.2897,-119.2078,0,1,"MNV","LOC-I",0,0
0,183,40.3317,-94.8347,0,0,"APR","Other",0,0
0,183,40,-111.84,0,0,"MNV","Other",1,0
0,183,45.3364,-93.0044,0,0,"LDG","ARC",0,0
0,183,34.2675,-86.8586,0,1,"LDG","ARC",1,0
0,183,39.1419,-96.6689,0,0,"LDG","ARC",1,0
0,183,44.3206,-69.7972,0,0,"APR","ARC",1,0
0,184,45.0964,-113.6897,0,0,"MNV","SCF-PP",1,0
0,184,32.9947,-115.5183,0,1,"MNV","SCF-PP",1,0
0,184,48.0797,-113.245,0,0,"LDG","Other",0,0
0,184,38.4983,-78.8931,0,0,"TOF","LOC-I",0,0
0,184,38.5703,-75.4644,0,0,"MNV","SCF-PP",1,0
0,184,32.0989,-95.4469,0,0,"TOF","SCF-NP",0,0
0,184,25.9983,-80.2414,0,0,"LDG","LOC-G",1,0
0,184,44.3292,-84.7917,0,0,"APR","Other",0,0
0,184,30.4131,-97.9072,0,0,"ENR","FUEL",1,0
0,184,41.9697,-73.8644,0,0,"LDG","ARC",0,0
0,185,34.5144,-117.7639,0,0,"TOF","LOC-I",0,0
1,185,43.315,-83.7053,0,0,"MNV","LOC-I",0,0
1,185,26.2544,-80.4156,0,0,"ENR","LOC-I",0,0
0,185,59.5944,-151.2469,0,0,"LDG","Other",0,0
0,185,41.0008,-98.6156,0,0,"LDG","ARC",1,0
0,185,40.8183,-72.8667,0,0,"LDG","LOC-G",1,0
0,185,43.3333,-89.5208,0,0,"TOF","LOC-I",1,0
0,185,64.5136,-165.3856,0,0,"LDG","Other",0,0
1,186,38.8625,-106.1569,0,0,"ENR","SCF-PP",0,0
0,186,47.3233,-116.5692,0,0,"APR","FUEL",0,0
0,186,32.6389,-91.7736,0,0,"TOF","ARC",1,0
1,186,42.0789,-124.3333,0,0,"ICL","Other",0,0
0,186,41.4697,-71.4261,0,0,"MNV","SCF-PP",1,0
0,187,42.4072,-88.3739,0,0,"LDG","Other",1,0
0,187,29.8117,-98.4261,0,0,"LDG","LOC-G",1,0
1,188,32.2461,-96.9197,0,1,"MNV","SCF-NP",1,0
0,188,28.6642,-96.7769,0,0,"ENR","FUEL",0,0
0,188,45.1364,-87.1872,0,0,"LDG","ARC",0,0
0,188,43.4853,-71.1661,0,0,"LDG","LOC-G",0,0
0,188,36.17,-83.9056,0,0,"ENR","SCF-PP",0,0
0,189,41.1594,-104.8175,0,0,"ICL","Other",1,0
0,189,33.1803,-97.8286,0,0,"LDG","LOC-G",0,0
1,189,36.29,-89.9864,0,0,"MNV","LOC-I",1,0
0,189,35.3122,-91.8789,0,0,"LDG","Other",0,0
0,189,42.8983,-72.2708,0,0,"Other","Other",1,0
1,190,29.8172,-95.6658,0,0,"TOF","Other",0,0
0,190,45.1861,-109.2578,0,0,"TOF","Other",0,0
0,190,28.5025,-81.5264,0,0,"ENR","SCF-PP",0,0
0,190,32.8114,-117.1381,0,0,"TXI","Other",0,0
0,190,36.6628,-121.6064,0,0,"LDG","ARC",0,0
1,191,41.5175,-88.6044,0,1,"LDG","LOC-G",0,0
0,191,44.7825,-69.3833,0,0,"APR","SCF-PP",0,0
0,192,42.51,-123.3881,0,0,"LDG","LOC-G",0,0
0,192,42.3561,-83.8461,0,0,"ENR","SCF-PP",0,0
0,192,37.4586,-86.8497,0,1,"TOF","LOC-G",0,0
0,192,33.5792,-112.4153,0,1,"MNV","LOC-I",1,0
0,192,20.8978,-156.43,0,0,"LDG","ARC",0,0
1,193,38.6875,-75.3592,0,1,"MNV","Other",1,0
1,193,36.8828,-88.6789,0,1,"APR","SCF-NP",1,0
0,193,28.7603,-81.6058,0,0,"LDG","SCF-PP",0,0
0,193,27.9433,-81.7833,0,0,"APR","FUEL",1,0
0,193,37.0547,-84.6144,0,0,"LDG","LOC-G",0,0
0,193,34.5525,-83.8244,0,0,"LDG","SCF-NP",0,0
0,196,19.7389,-156.0456,0,0,"ENR","SCF-PP",0,0
1,196,45.9536,13.8619,1,0,"Other","Other",1,0
0,196,39.7842,-104.5375,0,0,"LDG","ARC",0,0
0,196,35.2078,-89.3944,0,0,"LDG","ARC",0,0
0,197,46.4617,-114.0783,0,0,"TOF","LOC-G",0,0
1,197,37.9931,-97.1067,0,1,"MNV","LOC-I",0,0
1,198,42.7806,-74.3319,0,0,"ICL","Other",0,0
0,198,40.1644,-105.1636,0,0,"TOF","SCF-PP",0,0
0,198,37.6592,-96.5278,0,0,"LDG","ARC",0,0
1,198,42.2094,-71.1583,0,0,"APR","FUEL",0,0
0,198,48.0122,-122.4369,0,0,"LDG","Other",0,0
0,198,34.4553,-84.9392,0,1,"STD","LOC-G",0,0
0,198,42.0367,-89.3928,0,0,"LDG","ARC",0,0
0,199,39.0003,-119.7519,0,0,"TOF","SCF-NP",0,0
0,199,46.1656,-121.4942,0,1,"LDG","LOC-I",1,0
0,199,39.5747,-77.9714,0,0,"TOF","LOC-I",0,0
0,199,43.8403,-116.5014,0,0,"ENR","Other",0,0
0,199,37.9972,-91.6142,0,0,"MNV","LOC-I",0,0
1,200,46.4111,-87.7686,0,0,"APR","LOC-I",0,0
1,200,41.5975,-111.8478,0,0,"MNV","LOC-I",0,0
0,200,46.6069,-111.9828,0,0,"TOF","FUEL",0,0
0,200,33.7239,-93.6553,0,0,"LDG","LOC-G",0,0
0,200,43.3333,-89.5208,0,0,"ENR","SCF-PP",0,0
0,200,59.2439,-135.5236,0,0,"LDG","LOC-G",0,0
0,200,35.9464,-81.4886,0,0,"ENR","Other",0,0
0,200,38.6603,-90.6458,0,0,"LDG","ARC",1,0
0,201,32.7272,-97.6822,0,0,"ICL","SCF-PP",0,0
0,201,38.6322,-77.8772,0,0,"TOF","Other",0,0
0,201,42.7969,-88.3744,0,0,"LDG","LOC-G",0,0
0,201,59.9458,-156.3594,0,0,"LDG","SCF-NP",1,0
0,201,44.3769,-98.1972,0,0,"ENR","SCF-PP",0,0
0,201,61.4286,-142.925,0,0,"TOF","SCF-PP",0,0
0,201,61.1622,-146.5483,0,0,"LDG","Other",0,0
0,202,39.9592,-79.6575,0,0,"STD","Other",0,0
0,202,60.3383,-146.2581,0,0,"LDG","ARC",0,0
0,202,39.2067,-84.0183,0,1,"LDG","LOC-G",0,0
0,202,35.8667,-82.3392,0,0,"LDG","Other",0,0
1,203,36.3722,-97.6608,0,0,"MNV","LOC-I",0,0
1,203,41.555,-88.2075,0,0,"ENR","LOC-I",0,0
0,203,39.0628,-95.5844,0,0,"MNV","Other",1,0
0,203,44.9664,-92.3875,0,0,"LDG","Other",1,0
1,204,39.8739,-83.6872,0,0,"ENR","Other",0,0
1,204,28.0622,-81.7539,0,0,"ICL","SCF-NP",0,0
0,204,33.1639,-84.8508,0,0,"ENR","FUEL",0,0
0,204,36.2889,-95.4783,0,0,"TOF","LOC-G",0,0
0,204,44.0178,-92.8314,0,0,"ENR","SCF-PP",0,0
0,204,43.3875,-93.6217,0,1,"MNV","Other",1,0
1,205,38.8028,-121.7675,0,0,"ENR","Other",1,1
1,205,38.8028,-121.7675,0,0,"ENR","Other",1,1
0,205,35.25,-118.3,0,0,"APR","SCF-PP",0,0
0,205,37.8283,-121.6258,0,0,"ENR","SCF-NP",1,0
0,205,41.4503,-72.46,0,0,"ICL","LOC-I",0,0
0,205,27.8133,-80.4956,0,0,"ICL","SCF-PP",0,0
0,205,40.6175,-74.2444,0,0,"LDG","ARC",0,0
0,205,36.3539,-95.8033,0,0,"TOF","LOC-G",0,0
0,206,43.9611,-88.5569,0,0,"APR","LOC-I",1,0
1,206,41.3325,-96.4386,0,0,"MNV","LOC-I",0,0
0,206,39.8997,-80.1561,0,0,"ICL","FUEL",1,0
0,206,41.6656,-70.2814,0,0,"LDG","ARC",0,0
0,206,37.0931,-84.0675,0,1,"APR","Other",0,0
0,206,33.23,-80.54,0,0,"LDG","Other",0,0
1,207,40.3556,-79.9325,0,0,"LDG","SCF-NP",0,0
0,207,40.8328,-88.9689,0,1,"STD","Other",1,0
0,207,41.4278,-92.3778,0,0,"MNV","SCF-PP",0,0
0,208,47.2678,-122.5781,0,0,"LDG","LOC-G",1,0
1,209,38.0269,-120.4128,0,0,"ICL","LOC-I",0,0
0,209,37.4792,-105.6322,0,0,"TOF","ARC",0,0
0,209,41.1369,-88.4433,0,0,"LDG","ARC",0,0
0,209,33.2014,-97.1981,0,0,"LDG","ARC",0,0
0,209,44.4747,-94.5344,0,0,"MNV","Other",1,0
0,209,37.2394,-76.7164,0,0,"LDG","Other",1,0
1,210,41.295,-97.1025,0,0,"MNV","LOC-I",1,0
1,210,43.78,-88.4889,0,0,"STD","FUEL",0,0
0,210,30.3958,-85.8125,0,0,"APR","SCF-PP",1,0
1,210,43.9789,-91.2136,0,0,"APR","LOC-I",0,0
0,210,35.9789,-115.1331,0,0,"LDG","LOC-G",0,0
0,210,43.8339,-111.805,0,0,"TOF","Other",1,0
0,211,44.79,-71.8264,0,0,"LDG","LOC-I",0,0
1,211,42.36,-94.9847,0,0,"MNV","Other",1,0
0,211,40.7978,-74.415,0,0,"TXI","Other",0,0
0,211,33.9711,-112.7944,0,0,"LDG","Other",0,0
0,211,46.3197,-120.0572,0,1,"STD","Other",1,0
0,211,45.5611,-95.855,0,1,"MNV","Other",1,0
0,212,43.9803,-88.5575,0,0,"TOF","Other",0,0
0,212,43.9914,-88.5597,0,1,"APR","SCF-PP",1,0
1,212,29.8,-97.6,0,1,"APR","Other",1,0
0,212,44.6225,-86.1978,0,0,"LDG","LOC-G",0,0
0,212,37.6242,-120.9494,0,1,"Other","Other",1,0
0,212,44.1297,-87.6825,0,0,"ICL","SCF-PP",0,0
0,212,28.2944,-81.4394,0,0,"TOF","LOC-G",1,0
0,213,27.9614,-80.5594,0,1,"TOF","LOC-I",0,0
0,213,41.5825,-88.5422,0,0,"ENR","SCF-PP",0,0
0,213,48.0797,-113.2444,0,0,"ICL","LOC-I",0,0
0,213,61.6617,-157.1453,0,0,"TOF","LOC-I",1,0
1,214,45.6194,-121.1683,0,0,"APR","LOC-I",0,0
0,214,45.7772,-122.8636,0,0,"LDG","ARC",1,0
0,214,33.6319,-114.7169,0,0,"ICL","LOC-I",0,0
0,215,34.6608,-112.4164,0,1,"Other","LOC-I",1,0
1,215,34.1981,-118.4853,0,0,"ICL","LOC-I",0,0
0,215,40.7167,-85.25,0,0,"ICL","LOC-I",0,0
1,215,35.1064,-111.7242,0,0,"ENR","Other",0,0
0,215,64.7594,-147.3922,0,0,"LDG","LOC-G",0,0
1,215,30.3739,-86.4708,0,0,"ICL","Other",0,0
0,215,44.2203,-116.9075,0,0,"MNV","SCF-PP",1,0
0,215,34.5483,-89.0244,0,0,"LDG","ARC",0,0
0,215,47.1169,-109.3764,0,0,"TOF","Other",0,0
0,215,44.2178,-88.5494,0,0,"ENR","SCF-PP",0,0
0,215,33.9325,-78.0717,0,0,"LDG","ARC",0,0
0,216,34.6508,-106.8269,0,0,"LDG","LOC-G",0,0
0,216,43.7703,-88.5014,0,0,"TOF","SCF-PP",1,0
0,216,39.7056,-75.0328,0,0,"APR","Other",0,0
1,216,29.9978,-91.4056,0,1,"MNV","LOC-I",1,0
0,216,33.6369,-116.1564,0,0,"LDG","LOC-G",1,0
0,216,47.9025,-122.2831,0,0,"TXI","Other",0,0
0,217,59.5853,-151.3294,0,1,"ENR","Other",1,0
0,217,43.1275,-85.6792,0,0,"ICL","SCF-PP",0,0
0,217,38.8819,-83.8828,0,0,"ENR","SCF-PP",0,0
0,217,39.8314,-75.7575,0,0,"APR","SCF-PP",0,0
0,217,39.0581,-83.9108,0,0,"MNV","SCF-PP",0,0
0,217,38.2997,-75.8872,0,0,"LDG","ARC",0,0
0,218,61.5697,-149.5461,0,0,"LDG","Other",1,1
0,218,61.5697,-149.5461,0,0,"LDG","Other",0,1
1,218,41.4153,-93.5614,0,0,"ENR","LOC-I",0,0
0,218,46.8919,-98.1936,0,0,"MNV","FUEL",1,0
0,218,43.8775,-121.4525,0,0,"LDG","LOC-G",0,0
0,218,37.2306,-93.9303,0,0,"MNV","LOC-I",1,0
0,218,31.6122,-97.2303,0,0,"LDG","ARC",0,0
1,219,35.3642,-99.2044,0,0,"TOF","LOC-I",1,0
0,219,42.3281,-72.6111,0,0,"ICL","SCF-PP",1,0
1,219,41.4308,-88.2494,0,1,"ICL","LOC-I",0,0
0,219,40.4958,-82.9022,0,0,"LDG","Other",0,0
0,219,43.2053,-71.2294,0,1,"LDG","ARC",0,0
0,219,45.4283,-122.9422,0,0,"LDG","Other",0,0
0,219,39.2806,-83.6758,0,0,"LDG","Other",0,0
1,220,39.0272,-119.6033,0,1,"ENR","Other",0,0
0,220,43.5031,-114.2947,0,0,"LDG","LOC-G",1,0
0,220,38.1228,-85.1258,0,0,"APR","SCF-PP",0,0
0,220,17.7008,-64.8011,0,0,"LDG","ARC",1,0
0,220,61.725,-148.0692,0,0,"APR","SCF-PP",0,0
0,220,41.0297,-89.4406,0,1,"MNV","FUEL",1,0
0,221,42.4431,-75.8039,0,0,"MNV","LOC-I",0,0
1,221,35.3992,-91.0019,0,0,"MNV","Other",1,0
0,221,59.2047,-154.9703,0,0,"ICL","Other",1,0
0,221,33.8011,-118.335,0,0,"LDG","ARC",1,0
0,222,32.8147,-117.14,0,0,"LDG","LOC-G",0,0
0,222,41.3647,-94.0242,0,0,"LDG","LOC-G",0,0
1,222,33.5675,-96.5775,0,1,"Other","LOC-I",1,0
0,222,39.5736,-86.6181,0,0,"LDG","Other",0,0
0,222,32.6653,-97.0939,0,0,"LDG","LOC-I",1,0
0,223,42.6967,-78.9153,0,0,"LDG","Other",0,0
0,223,43.4522,-82.8425,0,0,"LDG","LOC-G",0,0
0,224,35.5028,-92.1981,0,0,"LDG","LOC-G",0,0
1,225,38.2628,-77.4531,0,0,"ICL","LOC-I",0,0
0,225,46.9922,-124.1403,0,0,"ENR","SCF-PP",0,0
0,225,39.0511,-111.8561,0,1,"MNV","SCF-PP",1,0
0,225,40.1347,-119.7342,0,0,"MNV","Other",0,0
0,225,37.0878,-84.0753,0,0,"LDG","ARC",0,0
0,225,45.5381,-122.9478,0,0,"LDG","ARC",1,0
0,225,61.5006,-149.6725,0,0,"LDG","LOC-G",0,0
1,226,61.4206,-149.495,0,0,"ICL","SCF-PP",0,0
0,226,41.5556,-93.6914,0,0,"ICL","SCF-PP",0,0
0,226,40.285,-74.2228,0,0,"ENR","FUEL",0,0
0,226,45.3572,-117.2533,0,0,"LDG","LOC-G",0,0
0,226,40.8219,-72.8669,0,0,"ENR","SCF-NP",1,0
0,226,36.3811,-96.0103,0,0,"ENR","SCF-PP",1,0
0,226,26.1933,-80.1642,0,0,"STD","Other",1,1
0,226,26.1933,-80.1642,0,0,"STD","Other",0,1
1,227,33.2228,-87.5997,0,0,"ENR","FUEL",0,0
0,227,34.4847,-117.8264,0,1,"TOF","SCF-NP",0,0
0,227,45.15,-93.1169,0,0,"TOF","ARC",1,0
0,227,38.8406,-92.0025,0,0,"LDG","LOC-G",0,0
0,228,44.0347,-71.1264,0,0,"ENR","FUEL",0,0
0,229,59.8008,-151.8461,0,0,"LDG","Other",0,0
0,230,33.3114,-84.7697,0,0,"LDG","Other",1,0
0,230,61.2625,-149.6547,0,0,"LDG","ARC",0,0
0,230,44.6572,-93.7789,0,0,"TOF","LOC-G",1,0
0,230,40.2372,-81.0108,0,0,"LDG","LOC-G",0,0
0,230,61.7053,-157.1503,0,0,"LDG","ARC",1,0
0,231,36.235,-115.0339,0,0,"APR","SCF-PP",1,0
0,231,40.4881,-89.6758,0,0,"TOF","LOC-I",0,0
0,231,30.0767,-91.9489,0,1,"LDG","ARC",1,0
1,232,44.2172,-96.0772,0,0,"MNV","Other",1,0
1,232,37.745,-106.0258,0,0,"MNV","LOC-I",1,0
0,232,26.0267,-80.5928,0,0,"MNV","SCF-PP",1,0
